year,origin,export_val,import_val,dest
2011,colombia,3089.0,0.0,Saint Kitts and Nevis
2012,colombia,2581.0,0.0,Saint Kitts and Nevis
2012,colombia,195.0,0.0,Saint Kitts and Nevis
2013,colombia,2376.0,0.0,Saint Kitts and Nevis
2014,colombia,2217.0,0.0,Saint Kitts and Nevis
2015,colombia,4252.0,0.0,Saint Kitts and Nevis
2016,colombia,4000.0,0.0,Saint Kitts and Nevis
1979,colombia,135000.0,0.0,Guyana
2005,colombia,28.0,0.0,Guyana
2006,colombia,18452.0,0.0,Guyana
2007,colombia,67977.0,0.0,Guyana
2007,colombia,5.0,0.0,Guyana
2008,colombia,110061.0,0.0,Guyana
2009,colombia,104868.0,0.0,Guyana
2010,colombia,90464.0,0.0,Guyana
2011,colombia,70045.0,0.0,Guyana
2012,colombia,161646.0,0.0,Guyana
2013,colombia,175613.0,0.0,Guyana
2014,colombia,81497.0,0.0,Guyana
2015,colombia,202989.0,0.0,Guyana
2016,colombia,168062.0,0.0,Guyana
1980,colombia,4000.0,0.0,Cameroon
1982,colombia,1000.0,0.0,Cameroon
2007,colombia,24154.0,0.0,Cameroon
1981,colombia,41000.0,0.0,Saudi Arabia
1990,colombia,79885.0,0.0,Saudi Arabia
1991,colombia,659499.0,0.0,Saudi Arabia
1992,colombia,145018.0,0.0,Saudi Arabia
1993,colombia,6771.0,0.0,Saudi Arabia
1993,colombia,26385.0,0.0,Saudi Arabia
1995,colombia,115805.0,0.0,Saudi Arabia
1996,colombia,95804.0,0.0,Saudi Arabia
1997,colombia,3595.0,0.0,Saudi Arabia
1999,colombia,96332.0,0.0,Saudi Arabia
2000,colombia,96731.0,0.0,Saudi Arabia
2001,colombia,1589.0,0.0,Saudi Arabia
2001,colombia,226597.0,0.0,Saudi Arabia
2002,colombia,100081.0,0.0,Saudi Arabia
2002,colombia,105659.0,0.0,Saudi Arabia
2003,colombia,171793.0,0.0,Saudi Arabia
2003,colombia,55848.0,0.0,Saudi Arabia
2004,colombia,109891.0,0.0,Saudi Arabia
2004,colombia,179884.0,0.0,Saudi Arabia
2005,colombia,135926.0,0.0,Saudi Arabia
2005,colombia,407482.0,0.0,Saudi Arabia
2006,colombia,48908.0,0.0,Saudi Arabia
2006,colombia,221055.0,0.0,Saudi Arabia
2007,colombia,43823.0,0.0,Saudi Arabia
2007,colombia,340653.0,0.0,Saudi Arabia
2008,colombia,378576.0,0.0,Saudi Arabia
2009,colombia,180235.0,0.0,Saudi Arabia
2009,colombia,311299.0,0.0,Saudi Arabia
2010,colombia,527770.0,0.0,Saudi Arabia
2010,colombia,228714.0,0.0,Saudi Arabia
2011,colombia,1102400.0,0.0,Saudi Arabia
2012,colombia,9630.0,0.0,Saudi Arabia
2012,colombia,519754.0,0.0,Saudi Arabia
2013,colombia,751500.0,150356.0,Saudi Arabia
2014,colombia,9600.0,0.0,Saudi Arabia
2014,colombia,686854.0,0.0,Saudi Arabia
2015,colombia,19545.0,0.0,Saudi Arabia
2015,colombia,1068219.0,0.0,Saudi Arabia
2016,colombia,18753.0,0.0,Saudi Arabia
2016,colombia,1357918.0,0.0,Saudi Arabia
1981,colombia,2000.0,0.0,French Guiana
1984,colombia,492.0,0.0,French Guiana
1984,colombia,5774.0,0.0,French Guiana
1989,colombia,1203.0,0.0,French Guiana
1989,colombia,4551.0,0.0,French Guiana
1990,colombia,31897.0,0.0,French Guiana
1990,colombia,2964.0,0.0,French Guiana
1991,colombia,4598.0,0.0,French Guiana
1991,colombia,17095.0,0.0,French Guiana
1992,colombia,19360.0,0.0,French Guiana
1992,colombia,2501.0,0.0,French Guiana
1993,colombia,5320.0,0.0,French Guiana
1993,colombia,9836.0,0.0,French Guiana
1984,colombia,11465.0,0.0,Reunion
1986,colombia,61813.0,0.0,Reunion
1987,colombia,89081.0,0.0,Reunion
1990,colombia,36003.0,0.0,Reunion
1991,colombia,33369.0,0.0,Reunion
1993,colombia,76341.0,0.0,Reunion
1994,colombia,39137.0,0.0,Reunion
1995,colombia,274284.0,0.0,Reunion
1984,colombia,6841.0,0.0,Grenada
1985,colombia,34325.0,0.0,Grenada
1986,colombia,45812.0,0.0,Grenada
1987,colombia,46940.0,0.0,Grenada
1988,colombia,32229.0,0.0,Grenada
1989,colombia,35963.0,0.0,Grenada
1990,colombia,49781.0,0.0,Grenada
1991,colombia,45788.0,0.0,Grenada
1992,colombia,19764.0,0.0,Grenada
1993,colombia,8081.0,0.0,Grenada
1994,colombia,27955.0,0.0,Grenada
1995,colombia,75908.0,0.0,Grenada
1996,colombia,65281.0,0.0,Grenada
1997,colombia,33220.0,0.0,Grenada
1999,colombia,26541.0,0.0,Grenada
2000,colombia,29493.0,0.0,Grenada
2002,colombia,34135.0,0.0,Grenada
2003,colombia,34984.0,0.0,Grenada
2004,colombia,31586.0,0.0,Grenada
2005,colombia,17345.0,0.0,Grenada
2005,colombia,2700.0,0.0,Grenada
2006,colombia,29204.0,0.0,Grenada
2007,colombia,41294.0,0.0,Grenada
2007,colombia,6.0,0.0,Grenada
2008,colombia,57004.0,0.0,Grenada
2008,colombia,3590.0,0.0,Grenada
2009,colombia,31986.0,0.0,Grenada
2010,colombia,49811.0,0.0,Grenada
2010,colombia,2766.0,0.0,Grenada
2011,colombia,75277.0,0.0,Grenada
2011,colombia,1260.0,0.0,Grenada
2012,colombia,52211.0,0.0,Grenada
2013,colombia,40796.0,0.0,Grenada
2014,colombia,59422.0,0.0,Grenada
2015,colombia,41500.0,0.0,Grenada
2016,colombia,18125.0,0.0,Grenada
1985,colombia,8090.0,0.0,Dominica
1986,colombia,13189.0,0.0,Dominica
1989,colombia,47339.0,0.0,Dominica
1993,colombia,2820.0,0.0,Dominica
1994,colombia,69315.0,0.0,Dominica
1996,colombia,94404.0,0.0,Dominica
1999,colombia,33947.0,0.0,Dominica
2001,colombia,21864.0,0.0,Dominica
2002,colombia,22590.0,0.0,Dominica
2003,colombia,2025.0,0.0,Dominica
2004,colombia,13440.0,0.0,Dominica
2005,colombia,37865.0,0.0,Dominica
2005,colombia,2454.0,0.0,Dominica
2006,colombia,35919.0,0.0,Dominica
2007,colombia,40736.0,0.0,Dominica
2009,colombia,59716.0,0.0,Dominica
2010,colombia,34810.0,0.0,Dominica
2011,colombia,91707.0,0.0,Dominica
2012,colombia,76632.0,0.0,Dominica
2012,colombia,218.0,0.0,Dominica
2013,colombia,87029.0,0.0,Dominica
2013,colombia,461.0,0.0,Dominica
2014,colombia,114411.0,0.0,Dominica
2014,colombia,922.0,0.0,Dominica
2015,colombia,84009.0,0.0,Dominica
2015,colombia,231.0,0.0,Dominica
2016,colombia,146887.0,0.0,Dominica
2016,colombia,786.0,0.0,Dominica
1985,colombia,757.0,0.0,Greenland
1988,colombia,2237.0,0.0,Greenland
1989,colombia,890.0,0.0,Greenland
1990,colombia,1014.0,0.0,Greenland
1995,colombia,1981.0,0.0,Greenland
2004,colombia,698.0,0.0,Greenland
2005,colombia,32.0,0.0,Greenland
2006,colombia,250.0,0.0,Greenland
2007,colombia,988.0,0.0,Greenland
1985,colombia,5151.0,0.0,Martinique
1987,colombia,10690.0,0.0,Martinique
1989,colombia,6921.0,0.0,Martinique
1990,colombia,20786.0,0.0,Martinique
1991,colombia,484.0,0.0,Martinique
1992,colombia,935.0,0.0,Martinique
1993,colombia,1054.0,0.0,Martinique
1994,colombia,1017.0,0.0,Martinique
1986,colombia,102087.0,0.0,Saint Lucia
1987,colombia,72179.0,0.0,Saint Lucia
1988,colombia,111446.0,0.0,Saint Lucia
1989,colombia,96000.0,0.0,Saint Lucia
1990,colombia,68807.0,0.0,Saint Lucia
1991,colombia,40440.0,0.0,Saint Lucia
1992,colombia,18578.0,0.0,Saint Lucia
1993,colombia,42179.0,0.0,Saint Lucia
1994,colombia,214833.0,0.0,Saint Lucia
1995,colombia,89069.0,0.0,Saint Lucia
1996,colombia,205692.0,0.0,Saint Lucia
1997,colombia,135264.0,0.0,Saint Lucia
1999,colombia,103281.0,0.0,Saint Lucia
2000,colombia,84719.0,0.0,Saint Lucia
2001,colombia,27739.0,0.0,Saint Lucia
2006,colombia,15269.0,0.0,Saint Lucia
2007,colombia,35391.0,0.0,Saint Lucia
2008,colombia,54118.0,0.0,Saint Lucia
2009,colombia,82801.0,0.0,Saint Lucia
2009,colombia,1500.0,0.0,Saint Lucia
2010,colombia,46323.0,0.0,Saint Lucia
2010,colombia,3750.0,0.0,Saint Lucia
2011,colombia,60514.0,0.0,Saint Lucia
2012,colombia,70250.0,0.0,Saint Lucia
2013,colombia,61594.0,0.0,Saint Lucia
2014,colombia,71385.0,0.0,Saint Lucia
2015,colombia,69752.0,0.0,Saint Lucia
2016,colombia,57661.0,0.0,Saint Lucia
2016,colombia,574.0,0.0,Saint Lucia
1991,colombia,327322.0,0.0,Ecuador
1992,colombia,78672.0,0.0,Ecuador
1993,colombia,601830.0,0.0,Ecuador
1993,colombia,1564.0,0.0,Ecuador
1994,colombia,3370468.0,0.0,Ecuador
1994,colombia,2759031.0,0.0,Ecuador
1995,colombia,6209439.0,0.0,Ecuador
1995,colombia,535305.0,23887.0,Ecuador
1996,colombia,4775926.0,0.0,Ecuador
1996,colombia,2621.0,0.0,Ecuador
1997,colombia,6331202.0,0.0,Ecuador
1998,colombia,6855000.0,0.0,Ecuador
1999,colombia,4844956.0,0.0,Ecuador
2000,colombia,5128319.0,0.0,Ecuador
2000,colombia,0.0,636895.0,Ecuador
2001,colombia,6836699.0,0.0,Ecuador
2001,colombia,6112.0,311092.0,Ecuador
2002,colombia,6456709.0,332.0,Ecuador
2002,colombia,28149.0,0.0,Ecuador
2003,colombia,6624286.0,11630.0,Ecuador
2003,colombia,112742.0,0.0,Ecuador
2004,colombia,8250858.0,0.0,Ecuador
2004,colombia,93105.0,2656201.0,Ecuador
2005,colombia,10739327.0,67054.0,Ecuador
2005,colombia,276262.0,15439027.0,Ecuador
2006,colombia,11129025.0,97946.0,Ecuador
2006,colombia,153206.0,15730365.0,Ecuador
2007,colombia,14195603.0,34879.0,Ecuador
2007,colombia,279144.0,6963955.0,Ecuador
2008,colombia,14520606.0,43917.0,Ecuador
2008,colombia,361650.0,10055169.0,Ecuador
2009,colombia,13820306.0,44975.0,Ecuador
2009,colombia,704307.0,33773341.0,Ecuador
2010,colombia,12021997.0,33198.0,Ecuador
2010,colombia,675325.0,34563449.0,Ecuador
2011,colombia,11214758.0,8954.0,Ecuador
2011,colombia,1054238.0,85987234.0,Ecuador
2012,colombia,11782603.0,65251.0,Ecuador
2012,colombia,1391217.0,63369861.0,Ecuador
2013,colombia,14442422.0,532914.0,Ecuador
2013,colombia,1259498.0,16983748.0,Ecuador
2014,colombia,11470201.0,1332886.0,Ecuador
2014,colombia,1261966.0,11694030.0,Ecuador
2015,colombia,15622390.0,1804533.0,Ecuador
2015,colombia,1481494.0,5528727.0,Ecuador
2016,colombia,10981296.0,1478612.0,Ecuador
2016,colombia,939787.0,1979304.0,Ecuador
2017,colombia,1511297.5,4465005.0,Ecuador
1992,colombia,21735.0,0.0,Turkey
1993,colombia,157500.0,0.0,Turkey
1993,colombia,14634.0,0.0,Turkey
1994,colombia,25680.0,0.0,Turkey
1995,colombia,87306.0,0.0,Turkey
1995,colombia,61934.0,0.0,Turkey
1996,colombia,20115.0,0.0,Turkey
1997,colombia,60474.0,0.0,Turkey
2000,colombia,67556.0,0.0,Turkey
2000,colombia,40030.0,0.0,Turkey
2001,colombia,5127.0,0.0,Turkey
2002,colombia,77557.0,0.0,Turkey
2002,colombia,117509.0,0.0,Turkey
2003,colombia,104503.0,0.0,Turkey
2003,colombia,49843.0,0.0,Turkey
2004,colombia,79102.0,0.0,Turkey
2004,colombia,74715.0,0.0,Turkey
2005,colombia,16443.0,0.0,Turkey
2005,colombia,117191.0,0.0,Turkey
2006,colombia,284459.0,0.0,Turkey
2006,colombia,114470.0,0.0,Turkey
2007,colombia,127963.0,0.0,Turkey
2007,colombia,244681.0,0.0,Turkey
2008,colombia,224518.0,0.0,Turkey
2008,colombia,379852.0,0.0,Turkey
2009,colombia,235131.0,985.0,Turkey
2009,colombia,68654.0,0.0,Turkey
2010,colombia,255084.0,8827.0,Turkey
2010,colombia,201082.0,0.0,Turkey
2011,colombia,253877.0,0.0,Turkey
2012,colombia,494447.0,0.0,Turkey
2013,colombia,13850.0,0.0,Turkey
2013,colombia,843942.0,0.0,Turkey
2014,colombia,1232559.0,0.0,Turkey
2015,colombia,889945.0,0.0,Turkey
2016,colombia,967959.0,0.0,Turkey
2017,colombia,2084163.5,0.0,Turkey
1992,colombia,75655.0,0.0,Croatia
1992,colombia,3212105.0,0.0,Croatia
1993,colombia,24081.0,0.0,Croatia
1993,colombia,3454525.0,0.0,Croatia
1994,colombia,117977.0,0.0,Croatia
1994,colombia,2674646.0,0.0,Croatia
1995,colombia,242059.0,0.0,Croatia
1995,colombia,7937438.0,0.0,Croatia
1996,colombia,129519.0,0.0,Croatia
1996,colombia,5721737.0,0.0,Croatia
1997,colombia,4278743.0,0.0,Croatia
1999,colombia,3547133.0,0.0,Croatia
2000,colombia,2536723.0,0.0,Croatia
2001,colombia,14531.0,0.0,Croatia
2001,colombia,1265643.0,0.0,Croatia
2002,colombia,1161822.0,0.0,Croatia
2003,colombia,4759.0,0.0,Croatia
2003,colombia,1036266.0,0.0,Croatia
2004,colombia,993208.0,0.0,Croatia
2005,colombia,1648335.0,0.0,Croatia
2006,colombia,6574.0,0.0,Croatia
2006,colombia,1879713.0,0.0,Croatia
2007,colombia,1614844.0,0.0,Croatia
2008,colombia,24515.0,0.0,Croatia
2008,colombia,1475683.0,0.0,Croatia
2009,colombia,5183.0,0.0,Croatia
2009,colombia,1145362.0,0.0,Croatia
2010,colombia,32034.0,0.0,Croatia
2010,colombia,1007456.0,0.0,Croatia
2011,colombia,814847.0,0.0,Croatia
2012,colombia,83423.0,0.0,Croatia
2013,colombia,133470.0,0.0,Croatia
2017,colombia,378256.0,0.0,Croatia
1992,colombia,275117.0,0.0,Russia
1992,colombia,340867.0,0.0,Russia
1993,colombia,4004596.0,0.0,Russia
1993,colombia,447272.0,0.0,Russia
1995,colombia,1593593.0,0.0,Russia
1995,colombia,589326.0,0.0,Russia
1996,colombia,2608691.0,0.0,Russia
1996,colombia,639130.0,0.0,Russia
1997,colombia,341616.0,0.0,Russia
1997,colombia,858201.0,0.0,Russia
1998,colombia,376000.0,0.0,Russia
1998,colombia,952000.0,0.0,Russia
1999,colombia,140724.0,0.0,Russia
1999,colombia,647605.0,0.0,Russia
2000,colombia,137315.0,0.0,Russia
2000,colombia,317927.0,0.0,Russia
2001,colombia,1341196.0,0.0,Russia
2001,colombia,551795.0,0.0,Russia
2002,colombia,285002.0,0.0,Russia
2002,colombia,408444.0,0.0,Russia
2003,colombia,1140919.0,145.0,Russia
2003,colombia,724022.0,0.0,Russia
2004,colombia,13495183.0,0.0,Russia
2004,colombia,2498590.0,0.0,Russia
2005,colombia,12873990.0,0.0,Russia
2005,colombia,3217341.0,0.0,Russia
2006,colombia,10801260.0,0.0,Russia
2006,colombia,6431699.0,0.0,Russia
2007,colombia,19318982.0,0.0,Russia
2007,colombia,9944751.0,0.0,Russia
2008,colombia,24732628.0,0.0,Russia
2008,colombia,13880029.0,0.0,Russia
2009,colombia,22114789.0,0.0,Russia
2009,colombia,8338653.0,0.0,Russia
2010,colombia,21113411.0,0.0,Russia
2010,colombia,5013223.0,0.0,Russia
2011,colombia,21159908.0,0.0,Russia
2011,colombia,7990520.0,0.0,Russia
2012,colombia,23568691.0,0.0,Russia
2012,colombia,9164924.0,0.0,Russia
2013,colombia,13342056.0,0.0,Russia
2013,colombia,8308770.0,0.0,Russia
2014,colombia,9225077.0,0.0,Russia
2014,colombia,14728448.0,0.0,Russia
2015,colombia,7404964.0,0.0,Russia
2015,colombia,16367518.0,0.0,Russia
2016,colombia,8185158.0,0.0,Russia
2016,colombia,12006784.0,0.0,Russia
2017,colombia,18460881.5,0.0,Russia
1992,colombia,78824.0,0.0,Serbia and Montenegro
1992,colombia,429736.0,0.0,Serbia and Montenegro
1993,colombia,2763313.0,0.0,Serbia and Montenegro
1996,colombia,53521.0,0.0,Serbia and Montenegro
1997,colombia,326322.0,0.0,Serbia and Montenegro
2000,colombia,191039.0,0.0,Serbia and Montenegro
2001,colombia,276879.0,0.0,Serbia and Montenegro
2002,colombia,270670.0,0.0,Serbia and Montenegro
2004,colombia,511495.0,0.0,Serbia and Montenegro
2005,colombia,264024.0,0.0,Serbia and Montenegro
1992,colombia,1281512.0,0.0,Slovenia
1993,colombia,19683.0,0.0,Slovenia
1993,colombia,1492889.0,0.0,Slovenia
1994,colombia,67601.0,0.0,Slovenia
1994,colombia,4119905.0,0.0,Slovenia
1995,colombia,3284112.0,0.0,Slovenia
1996,colombia,3268825.0,0.0,Slovenia
1997,colombia,3675130.0,0.0,Slovenia
1998,colombia,4074000.0,0.0,Slovenia
1999,colombia,2827929.0,0.0,Slovenia
2000,colombia,49055.0,0.0,Slovenia
2000,colombia,2091648.0,0.0,Slovenia
2001,colombia,120929.0,0.0,Slovenia
2001,colombia,1862712.0,0.0,Slovenia
2002,colombia,114184.0,0.0,Slovenia
2002,colombia,1491173.0,0.0,Slovenia
2003,colombia,3345.0,0.0,Slovenia
2003,colombia,1359305.0,0.0,Slovenia
2004,colombia,4008.0,0.0,Slovenia
2004,colombia,1338244.0,0.0,Slovenia
2005,colombia,2624.0,0.0,Slovenia
2005,colombia,1962024.0,0.0,Slovenia
2006,colombia,5192.0,0.0,Slovenia
2006,colombia,1511851.0,0.0,Slovenia
2007,colombia,2885.0,0.0,Slovenia
2007,colombia,2980553.0,0.0,Slovenia
2008,colombia,3039.0,0.0,Slovenia
2008,colombia,2658801.0,0.0,Slovenia
2009,colombia,577.0,0.0,Slovenia
2009,colombia,2103159.0,0.0,Slovenia
2010,colombia,1155.0,0.0,Slovenia
2010,colombia,2027242.0,0.0,Slovenia
2011,colombia,1816441.0,0.0,Slovenia
2012,colombia,1124871.0,0.0,Slovenia
2013,colombia,622428.0,0.0,Slovenia
2014,colombia,4467235.0,0.0,Slovenia
2015,colombia,2929816.0,0.0,Slovenia
2016,colombia,3652793.0,0.0,Slovenia
2017,colombia,3038312.0,0.0,Slovenia
1992,colombia,12990.0,0.0,Saint Vincent and the Grenadines
1993,colombia,11727.0,0.0,Saint Vincent and the Grenadines
2005,colombia,1291.0,0.0,Saint Vincent and the Grenadines
2006,colombia,1405.0,0.0,Saint Vincent and the Grenadines
2007,colombia,3671.0,0.0,Saint Vincent and the Grenadines
2008,colombia,3948.0,0.0,Saint Vincent and the Grenadines
2009,colombia,2658.0,0.0,Saint Vincent and the Grenadines
2010,colombia,15078.0,0.0,Saint Vincent and the Grenadines
2011,colombia,13834.0,0.0,Saint Vincent and the Grenadines
2012,colombia,20504.0,0.0,Saint Vincent and the Grenadines
2013,colombia,9438.0,0.0,Saint Vincent and the Grenadines
2014,colombia,12317.0,0.0,Saint Vincent and the Grenadines
2015,colombia,3134.0,0.0,Saint Vincent and the Grenadines
2016,colombia,14555.0,0.0,Saint Vincent and the Grenadines
2016,colombia,953.0,0.0,Saint Vincent and the Grenadines
1992,colombia,187895.0,0.0,Venezuela
1993,colombia,44020.0,0.0,Venezuela
1994,colombia,323527.0,0.0,Venezuela
1994,colombia,8316.0,56380.0,Venezuela
1995,colombia,1028112.0,0.0,Venezuela
1996,colombia,1110867.0,0.0,Venezuela
1996,colombia,0.0,1391.0,Venezuela
1997,colombia,1400323.0,0.0,Venezuela
1998,colombia,1520000.0,0.0,Venezuela
1999,colombia,1628021.0,0.0,Venezuela
1999,colombia,2775.0,0.0,Venezuela
2000,colombia,2030683.0,174.0,Venezuela
2000,colombia,27472.0,0.0,Venezuela
2001,colombia,1501166.0,56.0,Venezuela
2001,colombia,115579.0,0.0,Venezuela
2002,colombia,2089851.0,335536.0,Venezuela
2002,colombia,284842.0,28.0,Venezuela
2003,colombia,1325452.0,285380.0,Venezuela
2003,colombia,308661.0,0.0,Venezuela
2004,colombia,1670584.0,0.0,Venezuela
2004,colombia,593929.0,5516.0,Venezuela
2005,colombia,3780599.0,97.0,Venezuela
2005,colombia,588252.0,1156.0,Venezuela
2006,colombia,5431759.0,0.0,Venezuela
2006,colombia,897357.0,0.0,Venezuela
2007,colombia,6133060.0,0.0,Venezuela
2007,colombia,630776.0,0.0,Venezuela
2008,colombia,7909445.0,0.0,Venezuela
2008,colombia,1538861.0,6360.0,Venezuela
2009,colombia,5460232.0,0.0,Venezuela
2009,colombia,946949.0,0.0,Venezuela
2010,colombia,10942454.0,0.0,Venezuela
2010,colombia,66.0,0.0,Venezuela
2011,colombia,5281864.0,0.0,Venezuela
2012,colombia,2432377.0,0.0,Venezuela
2013,colombia,1622741.0,0.0,Venezuela
2014,colombia,2094151.0,0.0,Venezuela
2015,colombia,1611812.0,0.0,Venezuela
2016,colombia,840994.0,0.0,Venezuela
2016,colombia,29317.0,0.0,Venezuela
1993,colombia,1004.0,0.0,Gabon
1993,colombia,13454.0,0.0,Gabon
1994,colombia,1098.0,0.0,Gabon
1996,colombia,9159.0,0.0,Gabon
1997,colombia,9998.0,0.0,Gabon
1999,colombia,2322.0,0.0,Gabon
2000,colombia,4555.0,0.0,Gabon
2001,colombia,567.0,0.0,Gabon
2001,colombia,2758.0,0.0,Gabon
1993,colombia,13667.0,0.0,Macau
1994,colombia,12740.0,0.0,Macau
1996,colombia,15020.0,0.0,Macau
1997,colombia,45317.0,0.0,Macau
1999,colombia,1342.0,0.0,Macau
1999,colombia,27114.0,0.0,Macau
2000,colombia,37631.0,0.0,Macau
2001,colombia,5791.0,0.0,Macau
2001,colombia,61018.0,0.0,Macau
2002,colombia,77146.0,0.0,Macau
2003,colombia,71466.0,0.0,Macau
2004,colombia,71980.0,0.0,Macau
2005,colombia,1011.0,0.0,Macau
2005,colombia,235445.0,0.0,Macau
2006,colombia,161245.0,0.0,Macau
2007,colombia,211109.0,0.0,Macau
2008,colombia,496548.0,0.0,Macau
2009,colombia,8748.0,0.0,Macau
2010,colombia,172480.0,0.0,Macau
2011,colombia,209262.0,0.0,Macau
2012,colombia,45351.0,0.0,Macau
2012,colombia,315012.0,0.0,Macau
2013,colombia,132338.0,0.0,Macau
2014,colombia,18436.0,0.0,Macau
2014,colombia,125450.0,0.0,Macau
2015,colombia,27000.0,0.0,Macau
2015,colombia,126700.0,0.0,Macau
2016,colombia,25424.0,0.0,Macau
2016,colombia,56447.0,0.0,Macau
1993,colombia,25000.0,0.0,North Korea
2003,colombia,693777.0,0.0,North Korea
2005,colombia,55166.0,0.0,North Korea
2006,colombia,75240.0,0.0,North Korea
2008,colombia,75514.0,0.0,North Korea
1993,colombia,19183.0,0.0,Czech Republic
1993,colombia,7563173.0,0.0,Czech Republic
1994,colombia,27446.0,0.0,Czech Republic
1994,colombia,9274821.0,0.0,Czech Republic
1995,colombia,30543.0,0.0,Czech Republic
1995,colombia,7189926.0,1578366.0,Czech Republic
1996,colombia,81350.0,0.0,Czech Republic
1996,colombia,4327269.0,0.0,Czech Republic
1997,colombia,27448322.0,0.0,Czech Republic
1997,colombia,5663034.0,0.0,Czech Republic
1998,colombia,30281000.0,0.0,Czech Republic
1998,colombia,6286000.0,0.0,Czech Republic
1999,colombia,1592387.0,0.0,Czech Republic
1999,colombia,2091270.0,0.0,Czech Republic
2000,colombia,12512003.0,0.0,Czech Republic
2000,colombia,2248913.0,0.0,Czech Republic
2001,colombia,11805937.0,0.0,Czech Republic
2001,colombia,1562710.0,0.0,Czech Republic
2002,colombia,10692015.0,0.0,Czech Republic
2002,colombia,1296114.0,0.0,Czech Republic
2003,colombia,15595194.0,0.0,Czech Republic
2003,colombia,1167910.0,0.0,Czech Republic
2004,colombia,7767673.0,0.0,Czech Republic
2004,colombia,1375429.0,0.0,Czech Republic
2005,colombia,9613748.0,0.0,Czech Republic
2005,colombia,2762881.0,0.0,Czech Republic
2006,colombia,523604.0,0.0,Czech Republic
2006,colombia,3357657.0,0.0,Czech Republic
2007,colombia,603259.0,0.0,Czech Republic
2007,colombia,3212052.0,0.0,Czech Republic
2008,colombia,919721.0,0.0,Czech Republic
2008,colombia,2969870.0,0.0,Czech Republic
2009,colombia,981069.0,0.0,Czech Republic
2009,colombia,1612513.0,0.0,Czech Republic
2010,colombia,1301685.0,0.0,Czech Republic
2010,colombia,1523289.0,0.0,Czech Republic
2011,colombia,673770.0,0.0,Czech Republic
2012,colombia,857772.0,0.0,Czech Republic
2013,colombia,757124.0,0.0,Czech Republic
2014,colombia,866485.0,0.0,Czech Republic
2015,colombia,46347.0,0.0,Czech Republic
2016,colombia,77998.0,0.0,Czech Republic
2017,colombia,1479277.5,0.0,Czech Republic
1993,colombia,16774.0,0.0,Estonia
1995,colombia,5794.0,0.0,Estonia
1995,colombia,1517290.0,0.0,Estonia
1996,colombia,2883820.0,0.0,Estonia
1997,colombia,7822.0,0.0,Estonia
1997,colombia,1021977.0,0.0,Estonia
1999,colombia,133110.0,0.0,Estonia
2000,colombia,2533.0,0.0,Estonia
2001,colombia,4578.0,0.0,Estonia
2002,colombia,3940.0,0.0,Estonia
2003,colombia,238094.0,0.0,Estonia
2004,colombia,68808.0,0.0,Estonia
2005,colombia,42048.0,0.0,Estonia
2005,colombia,16043.0,0.0,Estonia
2006,colombia,3921233.0,0.0,Estonia
2006,colombia,11953.0,0.0,Estonia
2007,colombia,9462.0,0.0,Estonia
2007,colombia,1119270.0,0.0,Estonia
2008,colombia,5503465.0,0.0,Estonia
2008,colombia,1559479.0,0.0,Estonia
2009,colombia,1850821.0,0.0,Estonia
2009,colombia,990888.0,0.0,Estonia
2010,colombia,2861.0,0.0,Estonia
2010,colombia,501174.0,0.0,Estonia
2011,colombia,200388.0,0.0,Estonia
2011,colombia,205811.0,0.0,Estonia
2012,colombia,310958.0,0.0,Estonia
2013,colombia,735287.0,0.0,Estonia
2014,colombia,390522.0,0.0,Estonia
2015,colombia,274207.0,0.0,Estonia
2015,colombia,447074.0,0.0,Estonia
2016,colombia,801740.0,0.0,Estonia
2016,colombia,527142.0,0.0,Estonia
2017,colombia,453336.5,0.0,Estonia
1993,colombia,42375.0,0.0,Lithuania
1994,colombia,214967.0,0.0,Lithuania
1995,colombia,364027.0,0.0,Lithuania
1996,colombia,12700.0,0.0,Lithuania
1996,colombia,77333.0,0.0,Lithuania
2000,colombia,657.0,0.0,Lithuania
2000,colombia,640981.0,0.0,Lithuania
2001,colombia,1259.0,0.0,Lithuania
2001,colombia,428494.0,0.0,Lithuania
2002,colombia,16243.0,0.0,Lithuania
2002,colombia,1645509.0,0.0,Lithuania
2003,colombia,26736.0,0.0,Lithuania
2003,colombia,2957621.0,0.0,Lithuania
2004,colombia,3675.0,0.0,Lithuania
2004,colombia,6300.0,0.0,Lithuania
2005,colombia,191.0,0.0,Lithuania
2005,colombia,8416.0,0.0,Lithuania
2006,colombia,3056.0,0.0,Lithuania
2007,colombia,341.0,0.0,Lithuania
2007,colombia,6232.0,0.0,Lithuania
2008,colombia,157463.0,0.0,Lithuania
2008,colombia,7055.0,0.0,Lithuania
2009,colombia,168487.0,0.0,Lithuania
2010,colombia,73630.0,0.0,Lithuania
2011,colombia,365855.0,0.0,Lithuania
2013,colombia,128895.0,0.0,Lithuania
2017,colombia,22024.0,0.0,Lithuania
1993,colombia,1182100.0,0.0,Slovakia
1994,colombia,2568783.0,0.0,Slovakia
1995,colombia,1026.0,0.0,Slovakia
1995,colombia,2906088.0,0.0,Slovakia
1996,colombia,1899713.0,0.0,Slovakia
1997,colombia,1732750.0,0.0,Slovakia
1998,colombia,1924000.0,0.0,Slovakia
1999,colombia,335579.0,0.0,Slovakia
2000,colombia,60653.0,0.0,Slovakia
